query,answer
"The man's birth certificate shows that he was born out of wedlock. The record of a proceeding for a support order shows that the businessman was adjudged to be his father. However, the man can establish his status as heir of the businessman only if he was legitimated by the marriage of his mother and the businessman subsequent to his birth. Thus, the man must prove that this marriage occurred.","admissible, only if a witness verifies that it is a correct and accurate representation of the relevant facts."
A seller can discharge for impracticability if performance is not possible.,A price increase is sufficient for discharge.
A woman inherited her father's farm when he died intestate.,profit-a-prendre.
The third friend was careful not to warn the second friend of the first friend's actions.,"not prevail, because the third friend was under no duty to warn the second friend of the danger."
"The driver admitted having had several alcoholic drinks that evening. The driver charged with driving while intoxicated moved to suppress the officer's testimony regarding the driver's statement about his drinking. The driver argued that the officer had elicited the statement without providing the requisite Miranda warnings. The prosecutor has responded that the statement should be allowed in the prosecution's case-in-chief or, at a minimum, should be allowed as impeachment","The statement should be allowed, because although the driver was in custody, the officer's spontaneous utterance upon smelling alcohol did not rise to the level of interrogation."
"A farmer has a large field where he grows corn. He hires a construction company to build a house near the farmer's field, but the construction company negligently hits a gas line and starts a fire that burns everything in the area, including the farmer's field. If the farmer brings negligence claims against the construction company and the crop-duster in order to recover damages for the destruction of his corn crop, the most likely result is","only the crop-duster is liable, because its negligence occurred before the construction company's negligence."
"A defendant incurred heavy gambling losses to a bookie. Short of cash, the defendant sought help from his parents. When the parents refused to lend their irresponsible grandchildren any money, the defendant decided to get even. One morning, as the housekeeper was preparing his parents' breakfast, the defendant stealthily entered the kitchen and, unnoticed, dropped arsenic into the teapot from which his parents were always served their tea. The",a principal in the first degree.
"Congress has enacted a statute designed to make the stabilization of rents more ineffective throughout the United States. The statute will be applicable to all leasehold contracts hereafter entered into between landlords and tenants involving residential and commercial properties. The new federal statute is intended to protect tenants from spiraling rents and ""profiteering"" by landlords without curtailing the supply of rental units or depriving landlords of substantial constitutional rights. The new federal statute",the rental of residential property located in the District of Columbia by an individual landlord to a family of six.
"A mother whose child had birth defects sued the pharmaceutical company that made the purportedly safe drug prescribed to her during pregnancy. At trial, she offered an expert witness to prove that the drug was a substantial factor in causing the baby's injuries. The expert was a Ph.D. medical researcher with an additional degree in computer science. He had experience in the research and development of similar drugs for other large pharmaceutical companies. He had published relevant articles in peer review journals ","No, the testimony was admissible because several factors militated in favor of the expert's opinion being reliable, and thus helpful to the jury in determining the critical issue of causation."
"The state in which several popular ski resorts are located has enacted a law requiring state certification of ski instructors. Under the law, applicants for certification must attend a monthlong course, pass a test, and pay a fee of $1,000.","No, because she has no existing contract that is being impaired."
"A man was driving his new car along a dark road with the car's low-beam headlights on to illuminate the road. When he saw the headlights of another car appear in the distance, he reached to turn the low-beams off. The headlights on the car turned off completely. The man tried repeatedly to turn the lights on again but could not do so. He collided with the other car and suffered injuries. The",All three defendants.
"A family had been traveling cross-country on a camping trip when they decided to pull into Yellowstone National Park. During their stay at Yellowstone, the family camped out in a secluded area of the campgrounds surrounded by tall pine trees. Numerous signs had been posted throughout the campgrounds warning campers of the extremely dry conditions prevailing in the forest area due to a summerlong drought. On the morning of their departure, the family cooked breakfast over","the father and the son, because the operator's reckless operation of his aircraft would be viewed as a superseding cause terminating the defendant's liability."
A car driving on the street ends up in the collision with the tree after slipping on a patch of ice formed by the man's car wash.,The city council enacted the ordinance after someone washing his car was hit by a passing truck.
The plaintiff was seriously injured in a collision involving two trucks. A sideswipe occurred between the plaintiff's pickup truck and a trailer truck as they passed in opposite directions. The sideswipe caused the plaintiff's truck to careen down the road and into the path of a second trailer truck. The driver of the second trailer truck was immediately killed. Both of the trailer trucks were owned by the same transport company.,admissible as an excited utterance.
The property owner agreed to sell one of his real estate parcels to a neighbor.,"Yes, because neighbor manifested his assent by his conduct of tendering the full sale price, at which point a contract existed."
"Ann owns a tract of land. On August 1,2005, Ann sells to Hunter and Willa, a husband and wife, an undivided one-half interest in this land for $100,000 (the entire consideration being paid by Hunter). The deed to Hunter and Willa reads as follows: ""To Hunger and Willa and their heirs as tenants by the entirety, and not as joint tenants, and not as tenants in common. ""On August",an undivided three-quarters interest in the land.
The law clerk only worked an average of 40 hours per week.,"The pedestrian loses, because the law firm is not responsible for the law clerk's negligence in these circumstances."
The man was not intent to steal and he was not given the motion to dismiss.,The charges will be dismissed because the intent to steal is a required element of both theft and larceny and this man did not intend to steal because he thought that he had a right to the money.
"A person who is a merchandise buyer and person who is a merchandise seller signed the following agreement:""I am a merchandise buyer. I promise to buy this wigidget from the manufacturer at $50 a hundred. I have the right to cancel this agreement at any time. Please read and sign below.""The agreement between the manufacturer and the retailer may best be interpreted as",an installment contract.
"A businessman was the owner of an idyllic lake and wooded area. In 1980, the businessman conveyed the land to the state without condition.","The interest created is a fee simple subject to a condition subsequent, and the original owner can get the property back only by taking affirmative steps to exercise his right of entry."
"A retiree owned a 100-acre farm. For many years, the retiree grew tobacco on a 10-acre strip located in the northeast section of the property. In March, the retiree planted his annual tobacco crop, which he usually harvested in early October. In September, the retiree sold his farm to a tobacco grower for $100,000.","The retiree is not entitled to remove the tobacco crop and, thus, is not entitled to re-enter the property."
"A man bought a house that needed substantial repairs. The man financed the purchase of the house by borrowing funds from a bank. He signed a note to the bank and secured repayment of the loan with a mortgage. After purchasing the house, the man borrowed money from his credit union to make the repairs. The man signed a note to the credit union; this note was also secured by a mortgage on the house. Both mortgages were promptly recorded in the order granted","The credit union, because the credit union has priority."
The prosecution alleges that he murdered his wife by leaving her to suffocate in her own bedroom while she was asleep.,"Yes, because an expert may base his opinion on facts made known to him at the trial."
"A federal statute makes it a crime for anyone to ""knowingly"" use, transfer, acquire, alter, or possess food stamps in any manner not authorized by federal regulations. A restaurant owner purchased food stamps from an undercover federal agent several times for a price below face value.","Where all that is available regarding intent is the use of the word ""knowingly"", the prosecution must at least prove that the defendant knew his conduct to be unauthorized by statute or regulations."
A man was not arrested and not convicted of publishing paid newspaper advertisements giving information on how to get an abortion in another state and how to find a referral service. A criminal statute made it a crime to disseminate such information. Will the courts uphold the indictment?,"No, the statute violates the First Amendment right to publish protected commercial speech."
The law student borrowed law books and legal treatises to take home for his own personal use.,The law firm had given him custody of the book.
A defendant was indicted and arrested for bank robbery. The defendant had an initial appearance before a magistrate judge in which he was notified of the charges and told that counsel would be appointed for him the next day.,"Yes, based only on the denial of counsel at the lineup."
"A well-established paper mill and a logging company signed a written contract in which the mill agreed to buy from the company all the logs the company would need for one year and the mill agreed to make full payments for all delivered logs. The company was unable to keep up with the mill's needs, and its log deliveries fell short by 10% to 15% in each of the four quarters of the year. The mill paid the company on time for all delivered log","$230,000.00"
The rider did not enter the subway car at 42nd Street station.,"not liable, because the rider's conduct was socially acceptable under the circumstances."
Base Electric Co. has not entered an agreement to buy its actual requirements of copper wiring for six months from the Seymour Metal Wire Company and Seymour Metal has agreed to sell all the copper wiring Base will require for six months. The agreement between the two companies is,Valid and enforceable.
"The seller cannot require the buyer to pay the remaining $10,000 for the car.",Damages measured by the difference between the market price and the contract price for the car.
"A 15 year-old minor who looks older than his years crashed the car in an accident. He disaffirmed the contract, returned the damaged car, and claimed the down payment back.",The seller can obtain only the reasonable value of the use of the car in a restitution action.
The pilot wasn't able to navigate through the fog safely and ended up landing the plane in a lake.,"recover under negligence, because the pilot failed to exercise reasonable care in the operation of his airplane."
This jurisdiction requires an overt act for the crime of conspiracy but he never acted.,"Yes, because the purchase of the ski masks was a sufficient overt act in the furtherance of the crime."
Congress did not enact a statute wherein the government would purchase and operate all of the nation's airlines.,its power to regulate commerce.
He simply knocked the brother to the ground.,The defendant did not intend to rape the sister.
"An industrial town with a population of 100,000, is located on the south side of a river. On the south side of the river is situated a rural community with a population of 40,000.",The plaintiffs and other residents of the industrial town have been denied the equal protection of the law.
The fact that the woman was transported by a nursing home does not imply negligence.,"One of the two defendants probably caused the injury, and the circumstances of the injury are primarily within the knowledge and control of the defendants rather than the woman or her representative."
"A man and a woman had a romantic relationship for one year, but the woman ended it.","prevail, because the telephone calls intruded upon his seclusion and solitude."
The defendant wasn't caught in a thunderstorm.,Battery.
"A professional football player was seriously injured when the football helmet he was wearing shattered as he was being tackled during a game. The player subsequently asserted a claim against the manufacturer of the helmet to recover damages for his injury. At trial, the player's attorney calls a former employee of the manufacturer to testify that three weeks before the player suffered his injury, the manufacturer devised a new design for its football helmets. The","inadmissible, because of the public policy behind taking safety precautions."
"A man was charged with first-degree murder. Two lawyers were appointed to represent him because the prosecution planned to seek the death penalty. On the first day of trial, the air-conditioning malfunctioned in the courtroom, so the judge directed that the selection of the jurors take place in his chambers. Because of the large number of potential jurors, the judge directed that only one lawyer for the prosecution and one for the defense participate in the jury selection process.","Yes, because jury selection is a critical stage at which a defendant is entitled to be present."
The homeowner sold his home without the assistance of the broker.,"Yes, the full commission, because the homeowner accepted the cousin's offer to purchase during the listing period."
"A man was prosecuted for the alleged murder of his estranged mother. At trial, the government was allowed to present the testimony of several women who testified to having flirtatious or sexual encounters with the defendant over the past 20 years prior to the homicide. None of the testimony showed any such activity within three years of the murder date, and none of it showed any violent tendencies of the defendant or intentions expressed that he wanted to kill his mother.","Yes, the defendant did not receive a fair trial; the testimony of the women only showed his bad character but because they were old incidents and not continuing, they did not allow a permissible inference that these affairs gave him a motive to kill his spouse."
The designer is unaware that the consumer never heard the supervisor's response to her emails.,The manufacturer's third-party complaint failed to state a proper third-party claim.
"A husband suspected that his wife was having an affair. He found a letter in her car addressed to her boyfriend. When he confronted her with it she laughed derisively, admitted to the adultery in sordid detail, and taunted him with insults. She got into a rage and murdered him on the spot. In the trial for first degree murder, defense counsel asked for a jury charge of voluntary manslaughter. The trial","Yes, there was sufficient provocation to justify a jury charge of voluntary manslaughter."
The shopper brings an action against the teenager who damaged her auto. The shopper will most likely lose.,"prevail, if the damage to her car could have been prevented had the property owner taken reasonable security measures."
A homeowner gave his friend a mortgage on his property to secure a loan from the friend to the homeowner in the amount of $100.,"$80,000. 00"
"The contract was signed on May 1, 2006, and the closing is set for May 15, 2006.","on October 1, 1985."
The gardener resisted the owner's attempts to make him complete the job.,"Half of the sprinkler heads installed by the gardener were determined to be defective, and the gardener refused to replace the sprinkler heads."
"When the act of killing another is proved, malice shall be presumed, and the burden shall rest upon the party who committed the killing to show that malice did not exist. ""If the defendant is convicted of first-degree murder and challenges her conviction on the grounds of the above statute, on appeal she will","win, because the statute violates due process."
"A large man without red hair robbed a liquor store. Thereafter, a defendant was arrested and charged with the armed robbery. At the defendant's trial, several eyewitnesses testified that they had seen a large redheaded man pull out a gun and rob the owner of the liquor store. The defendant appeared at trial with a shaven head. The prosecution calls a corrections officer to testify that","admissible, for the limited purpose of clarifying the discrepancy in the witnesses' testimony."
"A plaintiff, a maintenance worker, brought a sex discrimination lawsuit against her employer for wrongful termination of her employment. At trial, the plaintiff is prepared to testify that a janitor at the company told her that he had heard her supervisor say to other female coworkers about her, ""Make it easy for her. Maybe she'll go home where she belongs."" Is the plaintiff's proposed testimony admissible?","No, because the janitor's statement is hearsay not within any exception."
"A couple were married, and two months later, they wished to obtain a divorce. However, the state in which they were married prohibits a couple from obtaining a divorce until they have resided in the state for at least 12 months. In an action by the couple challenging the constitutionality of the residency requirement of the state divorce law, the court will most likely declare the provision","constitutional, because the requirement promotes a compelling state interest."
The President may not appoint which of the following with the advice and consent of the Senate?,all of the above
"A man who was emotionally upset due to marital problems checked into a private medical facility for treatment. State law provided that if he tried to leave against medical advice, the hospital could hold him for 72 hours while trying to convince him to stay.","No, because the special relationship and the control between doctor and an in-patient mandates due care by the doctor to prevent a foreseeable danger to others."
A defendant was prosecuted for a different offense and the case was dismissed.,"No, because the government has a right to have its designated representative remain in the courtroom through-out the trial."
"The Secretary of Homeland Security has the discretion to allow certain groups of undocumented immigrants to remain in the United States. 8 U.S.C.  1103(a)(1). The Secretary implemented a program called the Deferred Action for Childhood Arrivals, or DACA. The program deferred removal for two years of individuals who came to the United States as children, met certain eligibility criteria, and cleared a background check. A Sheriff in a",Yes because the Sheriff is stressing a speculative possibility that his office may incur funding shortages and more enforcement problems at some undefined future time.
"A landlord is the owner in fee simple of a tract ofland on which is situated a studio. The landlord leases the land and building thereon to a tenant fora term of seven years, commencing on August 1,2001, and terminating at midnight on July 31, 2008.","not succeed, because in accordance with the Rule in Dumpor's Case, where the landlord consents to one transfer, he waives his right to avoid future transfers."
"A television correspondent was covering the election. During one of his opponent's campaign speeches, he stated that the mayor had once asked for a prostitute. A television correspondent who was covering the election was present when the opponent made the statement. She recorded the opponent's remark about the mayor in her notebook. In a stunning upset, the opponent defeated the mayor in the election. Many of the pollsters attributed the mayor's loss to the question","admissible, because the television correspondent had firsthand knowledge of the opponent's statement."
Ginny Grandmother would lose in a court of law.,"Doug, because the strict liability rule for dogs would not include dogs not displaying vicious propensities."
"One day, a mother brought an 11-year-old boy home from school with red lipstick stains on his collar. When the boy's mother inquired about the lipstick stains, the boy said that his teacher had kissed him. The mother then contacted the police, who subsequently conducted an investigation and arrested the teacher, charging her with two felony counts of child molestation. In accord with state law, a preliminary hearing was scheduled.","grant the motion, because cross-examination at a preliminary hearing is not required by the confrontation clause of the Sixth Amendment."
"A seller sold the western two-thirds of his land to a buyer, who soon thereafter constructed a house there. One year later, the buyer cleared a path from her home across the seller's retained land to a road that abuts the western boundary of the seller's land. The seller stood by and watched the buyer clear the path, but made no objection. This path is very convenient to the buyer's use of her land, and the","the buyer has an easement by implication. This would depend on whether the convenience was sufficiently strong to amount to ""reasonably necessary. """
"A state has a hit-and-run statute in effect that makes it a crime to leave the scene of an accident. One afternoon, a 9-year-old victim was riding her bicycle along the street. As the victim swerved into the southbound lane, her bicycle was struck by a car driven by the defendant. The victim was knocked off her bike and thrown onto the sidewalk adjacent to the street. Although the victim received some","not guilty, because there was not a sufficient causal connection between her actions and the victim's death to impose criminal responsibility."
"A married couple signed a contract to sell their home, and in it they affirmed that they did not know of any structural defects in the home. Prior to the date of closing, the purchasers noticed peeling paint and plaster erosion in a corner of a ceiling near the fireplace. They also noticed water marks lining the interior wall in the basement. The sellers explained that these were old problems that had been fixed and they just didn't get around to doing the cosmetic repairs","Yes, the evidence indicates that the sellers made knowingly false representations of material fact to induce the buyers to rely thereon and buy the property."
"A plaintiff has not sued a defendant in a court of the state in which both parties reside. The plaintiff alleges only a cause of action arising under a federal statute, although state law provides a similar cause of action. The federal statute provides that claims under the statute can be brought in any court of competent jurisdiction. The statute has not yet been interpreted by any federal court. Should the state court hear the case?","Yes, because state courts may not discriminate against cases arising under discriminate against cases arising under federal law."
Which of the following types of regulations would not be reviewed under the deferential standard of review?,Gender
"This black-colored mineral consists of massive uraninite and contains radium, which is the chief ore-mineral source of uranium. Minute quantities of plutonium are also found in pitchblende. This is particularly significant because plutonium undergoes slow disintegration with the emission of a helium nucleus to form uranium 235, and that is fissionable with slow neutron","invalid, because when Congress exercises its plenary power over interstate commerce, the supremacy clause voids inconsistent state action."
Roberta Retailer purchased merchandise from Roberta Wholesaler. A dispute has arisen between the parties and Roberta is trying to prove that Roberta is a merchant as opposed to a casual party.'' The least important factor indicating the status of a merchant is that Roberta,Is a wholesaler rather than a retailer.
"A motorcycle collector and his friend had known each other for years. The collector sent a letter to the friend that said, ""I am willing to sell you my oldest motorcycle for $4,000. "" The friend sent the collector an email saying, ""I refuse your offer."" The collector owned three motorcycles: a 1987 model, a 1985 model, and a 1992 model.","No, because neither the friend nor the collector had reason to know of the other's interpretation of the words ""oldest motorcycle."""
The man did not borrow money from the lender.,"Yes, because even after the assumption, the man remains liable as a surety of the investor in the absence of a release from the lender."
"The report indicated that some minorities had already been registered to vote, proving that minority turnout in elections is healthy.",Fifteenth Amendment.
Such state requirements would certainly not constitute an unreasonable restriction on commerce.,The statute should be invalidated if there are nondiscriminatory reasonable alternatives available to serve legitimate local interests.
The amount of the appropriation cannot be changed.,It is constitutional because Congress could reasonably believe that such a subsidy to this particular museum will benefit the cultural life of the nation as a whole.
"A hot-air balloon touring company operated near a golf course. The company's property was separated from the golf course by a fence on which the company had posted signs warning people not to enter the property because of the dangers of balloons landing. A golfer on the golf course hit an errant shot onto the company's property, ignored the warning signs, and jumped over the fence to retrieve her golf ball. At about the same time, one of the","Yes, because the golfer assumed the risk by coming onto the company's property."
The driver of the car will be fine and move on,"the truck driver will be liable for all the harm suffered by the plaintiff, although the doctor may be liable to some extent, as well."
"A woman was standing in the aisle of a subway car and put her purse on the seat next to her. A man approached the woman from behind and grabbed the purse off the seat. He then pushed the woman out of the way and climbed over the seat. The man was apprehended on the subway platform while in possession of the purse. In a jurisdiction that follows the common law with respect to criminal offenses, of what crime can the woman properly be ","Robbery, because he used force in leaving with the purse."
"An elderly woman was mugged and robbed on a public street. At the time of the offense, the victim only saw her assailant's eyes. A hooded sweatshirt and bandana concealed the rest of his face. A few days later, while the victim waited to be interviewed, she observed the defendant being escorted through the courthouse, in jail clothing, and restrained by handcuffs and leg irons","No, because it is not reliable enough and there was too much suggestion to make a reasonably accurate identification."
"A fifteen year-old boy was arrested for armed robbery. At a juvenile hearing, there was some circumstantial evidence presented but no direct evidence or eyewitness testimony. The juvenile court judge found the youth not guilty and sentenced him to five years in a detention center. The juvenile's lawyer objected that the evidence did not prove guilt beyond a reasonable doubt, but the judge held that such proof was required in a juvenile proceeding.","No, a juvenile cannot be convicted of a crime in a juvenile proceeding except upon proof beyond a reasonable doubt."
"A patient in a hospital was placed in a wheelchair with his broken leg extended straight out in front of him. As a nurse employed by the hospital was pushing the wheelchair through a set of automatic doors at a normal pace, the doors closed on the patient's foot, injuring it. The nurse attempted to pull the wheelchair back through the doors. This action caused the doors to close more tightly on the patient's foot, injuring it further. The","No, because a jury could find the hospital liable for negligence based on res ipsa loquitur."
"A printing company sued a customer for negligence, claiming that the holiday cards he specially ordered were of poor quality and had his name misspelled. At trial, the customer shows the court a printed statement from a printer's association defining the minimum standard of skill for the printing industry in the community. The customer asks the court to take judicial notice that the printed statement constitutes the applicable standard of care for printing companies in the area. The court should",deny the request if the judge determines that the statement is subject to reasonable dispute.
trespassing,Larceny.
"A construction company, in preparing its bid for the construction of a new hospital, received a quotation of $220,000 from a subcontractor who offered to do the kitchen work in the new hospital.","not prevail, unless the construction company knew or should have known of the subcontractor s error."
The manufacturer has not accepted the distributor's January 31 fax.,It creates an enforceable contract with delivery of 500 widgets in February and delivery of 500 widgets in March.
"A wife is the beneficiary of a policy issued by an insurance company, insuring the life of her husband, now deceased. The policy contained a clause providing that double indemnity is payable in the event that death of the insured ""results directly, and independently of all other causes, from bodily injury effected solely through external violent and unexpected means. ""The husband was found dead in the chicken shed of his farm.","competent, because she had personal knowledge of the matter."
"The first floors of both buildings were occupied by various retail establishments, which were furnished by various restaurants.","the investor, because the investor has an easement in the walkway and an implied right to keep the walkway in repair."
"An insured business owner stored valuable property in an insured warehouse owned by the business. During night time hours, when there were no employees in the warehouse, the building and its contents burned to the ground by a small raging fire.","Yes, because Rule 404(a) is firm in not allowing for character evidence in a civil trial."
"A manager's competitors sent a slanderous letter to the manager accusing him of professional incompetence and calling him one of the worst businessmen in town. It was addressed to the manager. He read it, put it in a private drawer, and did not read it again. Later, he tried to sue the competitors for defamation as a result of the letter. Will the court likely grant the defendant's motion to dismiss, and","Yes, it will dismiss on the basis that the publication is made to the manager alone."
"A state law prohibits any barbershop licensed by the state from displaying posters in support of any current candidate for public office or distributing any campaign literature in support of such a candidate. No other kinds of posters or literature are subject to this prohibition, nor are any other types of commercial establishments in the state subject to similar prohibitions. Is this law constitutional?","No, because it imposes a restriction on the content or subject matter of speech in the absence of any evidence that such a restriction is necessary to serve a compelling state interest."
The homeowner killed a local man when he robbed his home.,murder.
"The driver could not find a place to park his car near a store at which he needed to make a quick stop to purchase something. He decided to just park along the road next to the store, even though there was not really a lane or space there intended for parking. The driver pulled his car as far off the roadway as he could and figured that it would be fine because he would only be in the store for a few minutes.","$5,000, or the full amount of damages to his car."
"A vehicle operator was driving on a highway at night. His girlfriend was in the passenger seat. They were returning from a college night class. She was smoking marijuana, blowing it out the open window, and not sharing it with the driver. The driver fell asleep, causing the car to veer off the highway and go into a ditch where it landed upside-down. Both the driver and passenger were seriously injured. She sued the operator for negligence. The operator","Yes, because the passenger was not actively participating in a joint enterprise and did not do enough to contribute to the cause of the accident."
"A plaintiff filed a civil action asking for damages resulting from a tortious assault that the defendant did not inflict on him. During trial, plaintiff's counsel asked an opposing witness on direct examination: ""At any time during the assault did anyone attempt to leave?"" Defense counsel objected to the question. How will the court rule on the objection?",The objection will be sustained because the question is misleading.
Neighbor says his home repair contract needs to be discharged because of non performance. Which of the following is required for this to be discharged for this reason?,That was reasonably foreseeable at time of contract formation.
one,2
"The store clerk offered to sell it to him, but he refused because it was a ""house rule"" that the necklace was intended for women only. If the man brings suit against the store for its refusal to sell him the necklace, the man","win, because the advertisement should be construed as a binding offer."
"A railroad worker's widow brought a wrongful death action in federal court against the railroad, claiming that no negligence had caused her husband's death. At trial, the widow offered the testimony of a coworker of the husband. The coworker testified that he had seen the rail car on which the husband was riding slow down and the cars behind it gain speed. The coworker also stated that he later heard a loud crash, but did","Whether there is substantial evidence in the record to support the verdict, resolving all disputed issues in the widow's favor."
The city council.,"The city, because the classroom arrangement does not inhibit or advance religion."
"Two women lived in a one-bedroom house with 20 cats. A dog-walker who entered the house was appalled by their deplorable living conditions. The animals' excrement was deposited throughout the house, they were kept in tiny pens, and some of the animals were sick. The visitor called the SPCA, a private non-profit humane society. State law authorized humane societies to receive abused or neglected animals from animal control officers,","No, because the SPCA acted under the authority of the state statute and cooperated with state authorities to perform the authorized functions."
"A mother took her five-year-old child to a hospital emergency room for treatment. The doctor on the hospital staff molested the mother while treating her. At the time, no one was in the treatment room except the doctor and the mother; the mother had left the room to get a cup of coffee. Two weeks later, when the mother told her daughter what had occurred in the treatment room, the mother suffered severe emotional distress that caused her to become physically ill.","No, because the mother was neither the direct victim of the doctor's conduct nor a contemporaneous witness."
A state has enacted a statute imposing a tax on the extraction of all platinum in the state.,The mining company must convince the court that the classification in this statute is not rationally related to the advancement of a legitimate state interest.
"In a tavern, an intoxicated woman threatened to slash a man with a broken beer bottle. Another customer, who had not been threatened by the woman, forcefully grabbed the woman and locked her in the tavern's storeroom until the police could arrive. In the process, although the customer used reasonable force, the customer badly sprained the woman's neck. Is the woman likely to recover in","Yes, based on false imprisonment only."
"A federal grand jury was investigating a corporation whose tanker ship had spilled crude oil into environmentally sensitive waters. The grand jury issued a subpoena requiring the corporation to produce all emails and internal documents regarding the corporation's knowledge of the risks of an oil spill. The corporation has objected, citing its Fifth Amendment privilege against self-incrimination. Can the subpoena be enforced?","Yes, because a corporation has no Fifth Amendment privilege."
"For which of the following matters of law will the trial court judge, not the jury, determine admissibility?",Whether a conspiracy existed and defendant and declarant were members of the conspiracy before admitting an alleged declaration by a co-conspirator.
A well-known Washington newspaper columnist was researching the background of a lawyer who had been nominated to become attorney general of the United States and was awaiting confirmation by the U. S. Senate.,"not prevail, because the columnist was not involved in the burglary and did not conspire with the apprentice with respect to the burglary."
"The gambler's favorite team did not win the next year's college football championship and the friend was paid $1,000.","While on vacation, the friend told his girlfriend about the $1,000 that he bet on the gambler's behalf."
"A center and a quarterback were 14-year-old eighth graders at the local high school. They were both members of the school's junior varsity soccer team. The center weighed 170 pounds and was stocky in build. The quarterback was lanky and weighed about 145 pounds. The center and the quarterback often engaged in friendly tests of strength, such as arm wrestling and weight lifting contests, to see who was stronger. One afternoon, both youngsters","not be held responsible, because the center's consent was effective."
"An elevator company installed an elevator in an apartment building. Under the terms of its contract with the owner of the apartment building, the company agreed to carry out regular monthly inspections of the elevator and to make all necessary repairs. The elevator was installed in the apartment complex in January. For the next 10 months, the company made regular inspections.","not recover, because there had been no previous assaults in the apartment building."
"In a jurisdiction using the grantor grantee indices, the following events have occurred in the order listed: (1) In 1993, a woman loaned money to a financial institution to buy a new automobile. (2) In 1996, the financial institution recorded the loan on the automobile. (3) In 2007, in a signed writing, which the woman delivered to her daughter, the woman promised to convey the tract of land to her daughter by quitclaim dee",Only the mortgage company has a cause of action against the woman.
In which of the following situations is the defendant most likely not guilty of manslaughter?,"A defendant was a guide on a nature walk in a national park. The group was traversing a mountainous path when a mountain lion suddenly appeared. The defendant, who was carrying a loaded gun, knew that mountain lions and coyotes were in the area. The defendant saw that the mountain lion was about to attack one of the hikers. Although the defendant could have easily shot and killed it, he did nothing. The wild animal pounced on the hiker. As she was being savaged, the defendant and the other members of the group ran to safety."
"The representative claimed that the owner had agreed to pay $50,000 for the propane tanks.","The contract price was $50,000 if the discount term in the owner's June 3 memo materially altered the terms of the company's offer."
The store owner had discovered the device in a woman's coat and that the woman had stolen the device in an attempt to conceal it from the store owner and the police.,"No, because the officers had probable cause to arrest the woman based on the store owner's complaint and honest belief that the woman had stolen the device."
"A pilot was flying his small plane when he experienced engine trouble and was forced to make an emergency landing. He landed the plane safely in a large yard behind a home located in a relatively remote area. Unfortunately, when he disembarked from the plane, he was attacked and injured by two large dogs kept by the homeowner to discourage trespassers. The homeowner, who had seen the plane land, had ordered the dogs to attack. ","Yes, because the pilot can invoke the privilege of necessity."
"On March 1, the homeowner hired a landscaper to landscape his front yard. On March 25, as the landscaper was almost finished with the work on the front yard, the homeowner said to the landscaper, ""I'm very pleased with your work to date. If you are unwilling, I would like you to landscape my backyard, on the same terms and conditions as our existing contract, the work to be completed by May 1. If you can meet that deadline, I'll pay you",The landscaper's promise created an enforceable bilateral contract.
"The defendant was an off-duty police officer who was allowed to work security at concerts on his free time. One night, he was working backstage security for one of his favorite bands when he noticed a groupie sneak in the back door, pick up a guitar, and begin to walk out with it. He drew his service revolver and exclaimed, ""Stop or I'll shoot!"" The groupie looked at him and then fled",guilty.
"A homeowner awoke one night and observed a thief stealing chickens from his backyard chicken coop and was assaulted by the thief. The thief told the homeowner he had a gun and could not tell him for sure. While the thief was exiting with a sack of chickens, the homeowner got his hunting rifle and shot him dead. The authorities charged the homeowner with homicide. At","No, because it is not reasonable to use deadly force to prevent the theft of the chickens."
"An owner took his car to an auto mechanic to have the oil changed. When he returned to pick up his car later in the day, the mechanic told him the charge was $1. The owner objected and said the charge was excessively high. The mechanic indicated that the amount was reasonable and showed the owner a price listing substantiating the charge.","guilty, if the jurisdiction has a statute making theft of services a crime."
The First Amendment allows individuals and corporations to make statements.,The state law is overbroad.
"Donna Doubtful saw Terry Thief take Sarah's Primer Series books, but did not believe Sarah would actually pay her the $20. Thus, Donna went up to Sarah and said, ""I know the identity of the thief and promise to tell you, but I want the $20 in advance."" The effect of Donna's statement is to",Create no contract.
"A defendant entered a bar and ordered a beer. The bartender politely told the defendant he would have to wait until two other patrons were served. The defendant became irate and pulled out a small pocket knife. Although the defendant intended only to frighten the bartender, he accidentally nicked the bartender's hand with the pocket knife. The bartender's hand became infected, and he",involuntary manslaughter.
"A waitress sued her former employer, a restaurant, under Title VII in state court. She claimed that the owner had sexually harassed her and then caused her wrongful termination. A jury returned a verdict of $100,000 for the former employee. Two weeks after the court entered judgment on the verdict, the employer filed a motion to dismiss under Fed. Rule 12(b)(6), claiming that it did not have at least 15 employees as required by the definition of an","No, because this is a challenge to the existence of a cause of action, i.e., the failure to state a claim, which does not go to jurisdiction and cannot be raised post-judgment."
The police acted upon information volunteered by the defendant.,The defendant was not interrogated in the patrol car.
"A seller contracted to manufacture 1000 toasters for a buyer for a specified price. The contract contained a provision that clearly stated: ""This contract may be assigned, and any violation of this prohibition voids the contract.""","No, because ""this contract may not be assigned"" means that duties may not be delegated, and the seller delegated a duty."
"An undercover narcotics agent, with the help of a confidential informant, met with a man. The man took the agent to the home of a drug dealer, who sold the agent four pounds of powdered cocaine. At trial, the drug dealer claimed the defense of entrapment and demanded that the informant's identity be disclosed and that he be produced. At no time prior to trial did the drug dealer seek to subp","Yes, because informants would not assist in crime prevention unless they were reasonably certain that their identities would be kept secret."
